1Mc	15:1	King Antiochus, son of Demetrius (the elder, whose surname was Soter, and brother of Demetrius the younger, whose surname was Nicator), SENT LETTERS FROM THE ISLANDS OF THE SEA (from Rhodes, says Appian) TO SIMON THE HIGH PRIEST and prince of Judaea. That you may understand this history from the beginning, note that when Demetrius, driven into exile by Tryphon, was held captive by Arsaces, the tyrant Tryphon occupied a great part of Syria. Cleopatra, the wife of Demetrius, fled with few forces to Seleucia, to which many who detested the tyranny of Tryphon were daily defecting. She, in order to strengthen herself more in the kingdom, invited Antiochus, the younger brother of her captive husband Demetrius, to the kingdom and to marriage with her.
1Mc	15:28	And he sent to him one of his friends, Athenobius, to treat with him, saying: You hold Joppa, and Gazara, and the citadel which is in Jerusalem, cities of my kingdom.
1Mc	15:29	You have wasted their borders, and have made great havoc in the land, and have had dominion over many places in my kingdom.
1Mc	15:30	Now therefore deliver up the cities that you have taken, and the tributes of the places whereof you have gotten dominion without the borders of Judaea.
1Mc	15:31	Or else give me for them five hundred talents of silver, and for the havoc that you have made, and the tributes of the cities, other five hundred talents: or else we will come and fight against you.
1Mc	15:32	So Athenobius the king's friend came to Jerusalem, and saw the glory of Simon, and the brightness in gold and silver, and his great magnificence: and he was astonished, and told him the king's words.
1Mc	15:33	And Simon answered him and said: We have neither taken other men's land, nor have we possession of that which belongeth to others: but of the inheritance of our fathers, which was for some time unjustly possessed by our enemies.
1Mc	15:34	But we having opportunity, hold the inheritance of our fathers.
1Mc	15:35	For as to Joppe and Gazara which thou demandest, they did great harm among the people and in our country: for these we will give a hundred talents. And Athenobius answered him not a word.
1Mc	15:36	But returning in anger to the king, made report to him of these words, and of the glory of Simon, and of all that he had seen: and the king was very angry.
1Mc	15:37	But Tryphon fled away by ship unto Orthosias.
1Mc	15:38	And the king appointed Cendebaeus captain of the sea coast, and gave him an army of footmen and horsemen.
1Mc	15:39	And he commanded him to march with his army towards Judaea: and he commanded him to build up Gedeon, and to fortify the gates of the city, and to war against the people. But the king pursued Tryphon.
1Mc	15:40	And Cendebaeus came to Jamnia, and began to provoke the people, and to ravage Judaea, and to take the people prisoners, and to kill, and to build Gedeon.
1Mc	15:41	And he placed there horsemen and an army, that they might issue forth and make incursions upon the ways of Judaea, as the king had commanded him.
1Mc	16:1	AND JOHN WENT UP FROM GAZARA, that is, from Gaza where Simon his father had left and placed him in his stead as a kind of commander of the army.
1Mc	16:2	(no additional comment beyond verse 1 note)
1Mc	16:3	NOW I AM OLD; BUT BE YE INSTEAD OF ME, AND MY BROTHER'S. The Greek and Latin Complutensian have: and of my brother, namely of Jonathan and Judas, that you may succeed us in the leadership and wars for Israel. The Greek adds: But you are of fitting age by the benefit of years, that is, you are fit for war by the gift of age.
1Mc	16:4	AND HE CHOSE FROM THE REGION TWENTY THOUSAND MEN OF WAR (warriors) AND HORSEMEN. Here only do I find cavalry in the camp of John and the Jews, whereas in the camps of Judas, Jonathan, and Simon up to this point we have read of infantry only, because God in Deuteronomy 17 had forbidden the Jews the multiplication of horses.
1Mc	16:6	AND HE CROSSED OVER FIRST, namely John himself the son of Simon and commander of the army, whose example the others, who had previously trembled, immediately followed; wherefore attacking Cendebaeus boldly they struck him down and put him to flight.
1Mc	16:9	UNTIL HE CAME TO CEDRON (that is, to Gedom, for this is called Cedron in Greek; this therefore John wrested from the fleeing enemy by pressing upon them) WHICH HE HAD BUILT, that is, which Cendebaeus had built and fortified, preceding chapter v. 39. This was the beginning of the victories and heroic deeds of John with which he himself bravely and successfully entered upon the leadership in place of Simon his father, for whom death was already being prepared by the treachery of Ptolemy. See here the providence of God which provided for Israel through John, while Simon his father and leader was being killed by the fraud of his son-in-law. Furthermore Josephus embellishes this battle after his manner, and therefore mixes in many false things, namely that Simon himself was present at this battle, that he attacked Cendebaeus by ambushes, that he fought with him several times and always came off victor.
1Mc	16:11	AND PTOLEMY THE SON OF ABOBUS WAS APPOINTED COMMANDER IN THE PLAIN OF JERICHO, namely by Simon the Duke and High Priest his father-in-law, as follows. This Ptolemy was wealthy, and through his riches he aimed to obtain the leadership of Judaea; and therefore he planned to destroy Simon with his sons and the whole stock of the Asmonaeans. See here the monstrous parricide and sacrilege of Ptolemy, who by fraud killed the High Priest whose daughter he himself had taken as wife. What will ambition and the lust for power not dare?
1Mc	16:12	FOR HE WAS SON-IN-LAW OF THE HIGH PRIEST.
1Mc	16:13	AND HIS HEART WAS LIFTED UP, AND HE WANTED TO OBTAIN THE REGION, AND PLOTTED TREACHERY AGAINST SIMON AND HIS SONS, TO DESTROY THEM.
1Mc	16:14	AND SIMON, GOING ABOUT THE CITIES THAT WERE IN THE REGION OF JUDAEA AND TAKING CARE OF THEM, WENT DOWN TO JERICHO, HE AND MATHATHIAS HIS SON AND JUDAS, IN THE HUNDRED AND SEVENTY-SEVENTH YEAR, IN THE ELEVENTH MONTH, WHICH IS THE MONTH SABATH.
1Mc	16:15	AND THE SON OF ABOBUS RECEIVED THEM INTO A LITTLE STRONGHOLD CALLED DOCH, WHICH HE HAD BUILT, WITH TREACHERY; AND HE MADE THEM A GREAT BANQUET, AND HID MEN THERE.
1Mc	16:16	AND WHEN SIMON WAS DRUNK (that is, made merry by rather liberal drinking) — without true drunkenness understood — AND HIS SONS, PTOLEMY AROSE WITH HIS MEN, AND THEY TOOK THEIR WEAPONS AND ENTERED THE BANQUET, AND KILLED HIM AND HIS TWO SONS AND CERTAIN OF HIS SERVANTS.
1Mc	16:17	AND HE COMMITTED GREAT TREACHERY IN ISRAEL, AND RETURNED EVIL FOR GOOD.
1Mc	16:18	AND PTOLEMY WROTE THESE THINGS AND SENT TO THE KING THAT HE SHOULD SEND HIM AN ARMY FOR HELP AND DELIVER TO HIM THE REGION AND THE CITIES AND THE TRIBUTES.
1Mc	16:19	AND HE SENT OTHERS TO GAZARA TO KILL JOHN; AND TO THE TRIBUNES HE SENT LETTERS THAT THEY SHOULD COME TO HIM, AND HE WOULD GIVE THEM SILVER AND GOLD AND GIFTS.
1Mc	16:20	AND HE SENT OTHERS TO TAKE JERUSALEM AND THE MOUNTAIN OF THE TEMPLE.
1Mc	16:21	AND ONE RUNNING BEFORE TOLD JOHN IN GAZARA THAT HIS FATHER AND HIS BROTHERS HAD PERISHED, AND THAT HE HAD SENT TO KILL HIM ALSO.
1Mc	16:22	AND WHEN HE HEARD IT HE WAS GREATLY AFRAID; AND HE SEIZED THE MEN WHO CAME TO DESTROY HIM AND KILLED THEM; FOR HE KNEW THAT THEY SOUGHT TO DESTROY HIM.
1Mc	16:23	AND THE REST OF THE ACTS OF JOHN AND HIS WARS AND HIS GOOD DEEDS IN WHICH HE ACTED BRAVELY, AND THE BUILDING OF THE WALLS WHICH HE CONSTRUCTED, AND HIS ACHIEVEMENTS.
1Mc	16:24	BEHOLD THESE ARE WRITTEN IN THE BOOK OF THE DAYS OF HIS PRIESTHOOD, FROM THE TIME HE BECAME HIGH PRIEST AFTER HIS FATHER.
