book	chapter	verse	latin_incipit	english_translation
Eccl	9	0	Synopsis Capitis IX	Lapide summarizes Chapter 9: since good and evil befall the pious and impious alike, no one can know whether he is worthy of God's love or hatred; all future things remain uncertain. Therefore the wise should attend to purity and good works, especially since men are caught like fish in a net at the time of calamity. Finally (v. 14), wisdom is shown to surpass fortitude, yet in poverty it is not esteemed.
Eccl	9	1	Omnia haec tractavi in corde meo: sunt justi atque sapientes, et opera eorum in manu Dei, et tamen nescit homo utrum amore an odio dignus sit	Lapide extensively treats the uncertainty of grace. The just and wise, together with their works, are in God's hand -- in His knowledge, protection, and providential governance. Yet no one can know with absolute certainty whether he is in God's love or hatred. He engages the Protestant doctrine of assurance of salvation, refuting Luther and Calvin with the Council of Trent (session 6, chapter 9), and discusses five interpretations of "love and hatred." He affirms the Catholic teaching that while the just may have probable conjectures and pious confidence of their state of grace, they lack the certitude of faith, which keeps them humble and diligent.
Eccl	9	2	Sed omnia in futurum servantur incerta, eo quod universa aeque eveniant justo et impio	Lapide teaches that all things are reserved uncertain for the future because the same events befall the just and the unjust, the clean and the unclean, the one who sacrifices and the one who does not. He explains from the Hebrew that "all things are before them" means all things precede and surpass human comprehension, being hidden in God's foreknowledge. This common lot of pious and impious -- sharing the same mortality, illness, famine, and misfortune -- prevents external events from being reliable indicators of spiritual standing.
Eccl	9	3	Hoc est pessimum inter omnia quae sub sole fiunt, quia eadem cunctis eveniunt	Lapide identifies this as the worst consequence of the common lot: because the same things happen to all, the hearts of men are filled with wickedness and contempt during their lives, and afterward they descend to the dead. He explains that this equal distribution of fortune emboldens sinners to impiety, since they see no visible difference between the fate of the just and the unjust. He cites St. Jerome and Bonaventure on how this apparent injustice scandalizes the weak and encourages the wicked.
Eccl	9	4	Melior est canis vivus leone mortuo	Lapide gives extensive literal, tropological, and allegorical interpretations of this proverb. Literally, any living creature, even the vilest dog, is nobler than the most magnificent dead lion, because life itself surpasses death. Tropologically, a living sinner who can still repent is better off than a dead saint who can no longer merit. He applies this to penitents surpassing the tepid: a fervent convert (the living dog) excels a once-righteous person grown cold (the dead lion). Allegorically, he identifies Christ as the dead Lion of Judah who conquered Cerberus (the infernal dog, the devil).
Eccl	9	5	Viventes enim sciunt se esse morituros; mortui vero nihil noverunt amplius	Lapide explains that the living know they will die and can act accordingly, but the dead know nothing more of this world's affairs. He carefully distinguishes natural from supernatural knowledge: the dead do not naturally know earthly events (though God or angels may reveal them), and they have no taste or experience of this life's pleasures. He refutes Origen's error that the damned can later merit salvation, and Luther's claim that souls in purgatory can merit or demerit. He affirms that the time of death is the absolute end of meriting.
Eccl	9	6	Amor quoque et odium et invidia simul perierunt	Lapide teaches that at death, all earthly passions -- love, hatred, envy -- perish. The dead have no further part in anything done under the sun. This serves as a powerful moral lesson: the thought of death should restrain all disordered affections, since death extinguishes them all. He cites Campensis: the dead have neither friends nor enemies, nothing in common with this world. He refutes the Protestant misuse of this passage against purgatory and prayers for the dead.
Eccl	9	7	Vade ergo et comede in laetitia panem tuum, et bibe cum gaudio vinum tuum, quia Deo placent opera tua	Lapide explains this as Solomon's practical conclusion from the preceding reflections on vanity and death: enjoy your bread and wine moderately, honestly, and with gratitude to God. He distinguishes this from Epicurean hedonism, emphasizing the qualifier "because God is pleased with your works." Allegorically, Cyril of Jerusalem interprets the bread and wine as the Eucharist, the oil (in the next verse) as Confirmation, and the white garments as Baptism. The Chaldean paraphrase expands this into a vision of the just man eating the bread stored up for him through his charity to the poor.
Eccl	9	8	Omni tempore sint vestimenta tua candida, et oleum de capite tuo non deficiat	Lapide provides an extraordinarily detailed exposition of white garments and oil. Literally, he describes the ancient customs of wearing white at banquets, sacred ceremonies, and festivals, with extensive citations from Roman, Greek, and Jewish sources. Tropologically, white garments signify purity of body and works, while oil represents charity, grace, and mercy. He traces the use of white baptismal garments through early Church practice, describes the origin of Agnus Dei wax medals, and expounds the anagogical meaning: white garments represent the splendor of heavenly glory toward which we should always aspire.
Eccl	9	9	Perfruere vita cum uxore quam diligis	Lapide counsels honest and moderate enjoyment of married life, explaining that the wife represents one's lawful companion and comfort during this unstable life of vanity. Mystically, the wife is wisdom and virtue, to which one should be joyfully united for life, since she alone accompanies the soul after death and leads to heavenly blessedness. He cites St. Jerome: "Follow wisdom, take her as your spouse, as Proverbs 4 says: Love her and she will preserve you."
Eccl	9	10	Quodcumque facere potest manus tua, instanter operare	Lapide delivers a powerful exhortation to work diligently and urgently at every good deed while life lasts, because after death there is no work, no reasoning, no wisdom, and no knowledge in the grave toward which one hastens. He explains "instanter" (with all one's strength) as requiring full application of will, intellect, and energy. He gives the memorable example of Chancellor Philip of Paris who appeared after death lamenting that the world had not yet ended and that no further merit was possible. He cites St. Gregory, Nazianzen, and the Arabian proverbs on the urgency of good works.
Eccl	9	11	Nec velocium esse cursum, nec fortium bellum, nec sapientium panem, nec doctorum divitias, nec artificum gratiam, sed tempus casumque in omnibus	Lapide identifies another vanity: success does not always follow talent. The swift do not always win the race, the strong do not always win the battle, the wise do not always have bread, the learned do not always gain wealth, and skilled artisans do not always win favor. Time and chance (occasion and contingency) dominate all. He gives three interpretations: Epicureans use this to deny providence; Thaumaturgus sees it as correcting voluptuaries; most aptly, Olympiodorus and Bonaventure see Solomon teaching that fortune's role in human affairs demonstrates the need to trust in God's providence rather than one's own abilities.
Eccl	9	12	Nescit homo finem suum, sed sicut pisces capiuntur hamo	Lapide compares men to fish caught on hooks and birds caught in snares: death and calamity seize them suddenly and without warning. He draws extensive moral lessons about the three great snares -- gluttony, avarice, and pride -- which lure men as bait lures fish. He cites St. Leo on the devil's universal trap-laying and St. Anthony's vision of the whole world covered with demonic snares, from which only humility provides escape. The sudden and inescapable nature of death should inspire constant vigilance.
Eccl	9	14	Civitas parva et pauci in ea viri; venit contra eam rex magnus	Lapide treats the parable of the small city besieged by a great king and saved by a poor wise man, identifying it as either a historical event from Solomon's time or a paradigmatic illustration. He connects it to the story of Archimedes defending Syracuse against the Romans. Allegorically, Christ the poorest and wisest liberates the Church (the small city) from the tyranny of the devil (the great king). Tropologically, St. Jerome interprets the small city as the human person, the great king as the devil, and the poor wise man as the good inspiration that resists temptation.
Eccl	9	16	Dicebam ego meliorem esse sapientiam fortitudine; quomodo ergo sapientia pauperis contempta est	Lapide laments the ingratitude that wisdom receives when embodied in a poor man: though the wise pauper saved the city, no one remembered him afterward. He reflects on the universal tendency to honor wealth and power over wisdom, citing examples of Scipio, Themistocles, Miltiades, and Coriolanus -- all liberators of their countries who were repaid with exile. He teaches that wisdom surpasses military strength, yet the world perversely despises the wise when they lack external splendor.
Eccl	9	17	Verba sapientium audiuntur in silentio, plus quam clamor principis inter stultos	Lapide gives five interpretations of this verse. Most profoundly, he explains that the words of the wise are heard "in silence" -- that is, they emerge from a quiet, serene, grave, and pious mind, and are received by attentive, tranquil listeners with greater effect than the shouting of a prince among fools. He contrasts the humble, measured speech of the wise (like the waters of Siloam flowing silently) with the clamorous rhetoric of demagogues. He cites Isaiah 42 on Christ who "shall not cry out," and St. Jerome's warning against ecclesiastical declaimers who excite applause rather than conversion.
Eccl	9	18	Melior est sapientia quam arma bellica; et qui in uno peccaverit, multa bona perdet	Lapide concludes Chapter 9 with the antithesis of wisdom and folly: wisdom surpasses all weapons of war because it can save entire besieged cities and conquer all obstacles. Conversely, one sinner (one fool, one act of folly) can destroy much good -- as one traitor can betray a city, one rash counsel can lose a war, one vice can corrupt an entire life. He cites the adage: "One fool can throw a stone into a well that a thousand wise men cannot extract," illustrating how easily folly undoes what wisdom has built.
Eccl	10	0	Synopsis Capitis	Lapide compares and prefers the wise to the foolish. From verse 8 to the end of the chapter, he assigns various precepts of wisdom, especially that no one should plot harm or detraction against another, most of all against a king or powerful person.
Eccl	10	1	Muscae morientes perdunt suavitatem unguenti. Pretiosior est sapientia et gloria, parva et ad tempus stultitia.	Dying flies corrupt precious ointment; so a small folly outweighs wisdom and glory. Lapide offers seven mystical interpretations of the flies and ointment: flies represent impure thoughts, demons, or minor sins that corrupt the fragrance of virtue. He draws on SS. Jerome, Bonaventure, Olympiodorus, and Gregory, noting that even a single sin can destroy many goods, just as one dead fly ruins an entire jar of perfume. The second half-verse teaches that wisdom and its glory are more precious than a brief episode of folly.
Eccl	10	2	Cor sapientis in dextera eius, et cor stulti in sinistra illius.	The wise man's heart inclines to the right, the fool's to the left. Lapide explains the right hand as signifying virtue, prosperity, and heavenly goods, while the left signifies vice, adversity, and earthly pleasures. He draws on Aristotle and the Church Fathers to show that the wise direct their efforts toward eternal goods, while fools pursue transient pleasures.
Eccl	10	3	Sed et in via stultus ambulans, cum ipse insipiens sit, omnes stultos aestimat.	Even when a fool walks along the road, his sense is lacking and he judges everyone else to be fools. Lapide explains that the fool, lacking wisdom, projects his own folly onto others; he cannot recognize true wisdom because he has no experience of it. Tropologically, this applies to sinners who consider the virtuous to be foolish.
Eccl	10	4	Si spiritus potestatem habentis ascenderit super te, locum tuum ne dimiseris.	If the anger of a ruler rises against you, do not leave your place, for calmness allays great offenses. Lapide counsels patience and humility before the wrath of a superior, advising that one should not abandon one's post or duty. He cites examples of courtiers who by calm deference pacified angry kings, and interprets tropologically of the soul maintaining its composure under temptation.
Eccl	10	5-7	Est malum quod vidi sub sole, quasi per errorem egrediens a facie principis: positum stultum in dignitate sublimi, et divites sedere deorsum. Vidi servos in equis, et principes ambulantes super terram quasi servos.	Lapide laments the common disorder whereby fools are exalted to high positions while the wise and noble are debased. He treats verses 5, 6, and 7 together as illustrating the vanity of worldly promotion: princes walk on foot like servants while slaves ride on horseback. He gives historical examples and notes that this inversion of merit is a frequent evil under the sun, arising from rulers' errors of judgment. Mystically, it signifies the exaltation of the proud and the humiliation of the humble in this world, reversed in the next.
Eccl	10	8-9	Qui fodit foveam, incidet in eam; et qui dissipat sepem, mordebit eum coluber. Qui transfert lapides, affligetur in eis; et qui scindit ligna, vulnerabitur ab eis.	He who digs a pit will fall into it; he who breaks through a hedge, a serpent will bite him; he who moves stones will be hurt by them; he who splits wood is endangered by it. Lapide treats these two verses together as proverbs teaching that those who plot evil against others bring ruin upon themselves. He cites the examples of Haman, who was hanged on the gallows he built for Mordecai, and various other biblical figures, drawing tropological applications about the danger of breaking the hedge of divine law.
Eccl	10	10	Si retusum fuerit ferrum, et hoc non ut prius, sed hebetatum fuerit, multo labore exacuetur; et post industriam sequetur sapientia.	If the iron is blunt and one does not sharpen it, more effort is needed; but wisdom brings success. Lapide explains that just as a dull axe requires more labor, so a mind not sharpened by study and virtue labors ineffectively. After diligent effort (industria), wisdom follows as the reward. He applies this to the spiritual life: without the sharpening of grace and discipline, the soul labors fruitlessly against vice.
Eccl	10	11	Si mordeat serpens in silentio, nihil eo minus habet qui occulte detrahit.	If a serpent bites before it is charmed, the secret slanderer is no better. Lapide compares the silent serpent to the detractor who strikes in secret; both do irreparable harm. He emphasizes that detraction is especially insidious because it attacks reputation without giving the victim a chance to defend himself, and draws parallels with the devil as the ancient serpent who whispers temptation.
Eccl	10	12-14	Verba oris sapientis gratia; et labia insipientis praecipitabunt eum. Initium verborum eius stultitia, et novissimum oris illius error pessimus. Stultus verba multiplicat.	The words of a wise man's mouth win favor, but a fool's lips devour him; the beginning of his words is folly and the end is wicked madness; the fool multiplies words. Lapide groups these verses to contrast the speech of the wise and the foolish. The wise man's words carry grace and win goodwill; the fool begins badly and ends worse, compounding error upon error. He warns against loquacity, noting that the fool speaks confidently about things he does not know, including the future, which belongs to God alone.
Eccl	10	15	Labor stultorum affliget eos, qui nesciunt in urbem pergere.	The toil of fools wearies them, for they do not even know the way to the city. Lapide interprets the city as the goal of a well-ordered life, or heaven itself. The fool labors in vain because he does not know the path to his true destination. Tropologically, sinners exhaust themselves in worldly pursuits without knowing the way to the heavenly Jerusalem.
Eccl	10	16-17	Vae tibi terra, cuius rex puer est, et cuius principes mane comedunt. Beata terra, cuius rex nobilis est, et cuius principes vescuntur in tempore suo.	Woe to the land whose king is a child and whose princes feast in the morning; blessed the land whose king is noble and whose princes eat at the proper time. Lapide contrasts the misery of a kingdom ruled by an immature or self-indulgent king with the blessedness of one governed by a mature and temperate ruler. He cites historical examples of boy-kings who brought ruin, and interprets tropologically: the child-king is the man ruled by passions, while the noble king is he who governs by reason and virtue.
Eccl	10	18	In pigritiis humiliabitur contignatio, et in infirmitate manuum perstillabit domus.	Through slothfulness the roof sinks in, and through idle hands the house leaks. Lapide applies this both literally to a neglected house and figuratively to the soul: laziness in spiritual duties causes the edifice of virtue to collapse. He warns rulers and prelates that neglect of duty leads to the ruin of their charge, just as a neglected building falls into disrepair.
Eccl	10	19	In risum faciunt panem, et vinum ut epulentur viventes; et pecuniae obediunt omnia.	Bread is made for laughter, wine gladdens life, and money answers everything. Lapide explains that this verse describes the mindset of the slothful princes from v. 16: they live only for feasting and pleasure, and believe money can procure all things. Tropologically, he warns against the love of money and luxury as the root of all corruption in society and the soul.
Eccl	10	20	In cogitatione tua regi ne detrahas, et in secreto cubiculi tui ne maledixeris diviti.	Do not curse the king even in your thoughts, nor the rich in your bedchamber, for a bird of the air may carry your words. Lapide counsels absolute discretion regarding rulers, warning that secret thoughts and words have a way of becoming public. He cites the proverb about birds carrying messages, and interprets it both of the natural tendency of secrets to leak out, and mystically of the angels who report all things to God.
Eccl	11	0	Synopsis Capitis	Through enigmatic sayings, Lapide exhorts generous almsgiving. From verse 8 onward, he admonishes that man should constantly remember the final judgment, and therefore mortify his concupiscences and devote himself to virtues and good works.
Eccl	11	1	Mitte panem tuum super transeuntes aquas, quia in multitudine dierum invenies illum.	Cast your bread upon the waters, for after many days you will find it again. Lapide interprets this primarily as an exhortation to generous almsgiving: give freely even to strangers and the seemingly undeserving (symbolized by the waters), for God will return it multiplied. He cites numerous patristic authorities including SS. Jerome, Ambrose, and Gregory, and gives multiple interpretations: literal (trade and commerce), moral (charity to the poor), and mystical (the preaching of the Gospel cast broadly upon the nations).
Eccl	11	2	Da partem septem, nec non et octo, quia ignoras quid futurum sit mali super terram.	Give a portion to seven, and also to eight, for you know not what evil may come upon the earth. Lapide explains that seven and eight signify giving generously to many, without restricting charity to a fixed number. Since the future is uncertain, one should accumulate merit through almsgiving as a safeguard against coming adversity. He provides tropological interpretations linking the seven to the gifts of the Holy Spirit and the eight to the Beatitudes.
Eccl	11	3	Si repletae fuerint nubes, imbrem super terram effundent. Si ceciderit lignum ad austrum aut ad aquilonem, in quocumque loco ceciderit, ibi erit.	If the clouds are full of rain, they empty themselves on the earth; if a tree falls to the south or the north, where it falls there it will lie. Lapide treats the two halves separately. The clouds represent the wealthy who should pour out their abundance in alms. The fallen tree represents the irrevocability of death: wherever the soul is found at the moment of death, in grace or in sin, so it remains for eternity. This is a powerful admonition to repent before death, since after death there is no change of state.
Eccl	11	4	Qui observat ventum, non seminat; et qui considerat nubes, numquam metet.	He who watches the wind will not sow, and he who regards the clouds will not reap. Lapide warns against excessive caution and procrastination in doing good. Those who wait for perfect conditions before giving alms or undertaking virtuous works will never act at all. He applies this to preachers who delay proclaiming the Gospel, and to penitents who defer conversion, always waiting for a more convenient season.
Eccl	11	5	Quomodo ignoras quae sit via spiritus, et qua ratione compingantur ossa in ventre praegnantis, sic nescis opera Dei, qui fabricator est omnium.	Just as you do not know the path of the wind or how bones form in a mother's womb, so you cannot understand the work of God who makes all things. Lapide uses this verse to humble human presumption: God's providence is inscrutable, and man should trust in divine wisdom rather than his own calculations. He connects this to the preceding verse, arguing that since we cannot fathom God's designs, we should not hesitate to do good based on our own limited foresight.
Eccl	11	6	Mane semina semen tuum, et vespere ne cesset manus tua, quia nescis quid magis oriatur, hoc aut illud.	In the morning sow your seed, and in the evening do not let your hand be idle, for you do not know which will prosper. Lapide urges constant diligence in good works and almsgiving at every stage of life. Morning and evening signify youth and old age, or different opportunities for charity. Since we cannot know which of our good works will bear the most fruit, we should multiply them without ceasing.
Eccl	11	7	Dulce lumen, et delectabile est oculis videre solem.	Sweet is the light, and pleasant for the eyes to see the sun. Lapide explains this as a transition: the sweetness of life and light should not make us forget death. He interprets the sun both literally and as a figure of divine grace, noting that the enjoyment of temporal goods should lead to gratitude toward God rather than attachment to the world.
Eccl	11	8	Si annis multis vixerit homo, et in his omnibus laetatus fuerit, meminisse debet tenebrosi temporis et dierum multorum.	If a man lives many years, let him rejoice in them all; but let him remember the days of darkness, for they will be many. Lapide warns that however long and prosperous life may be, one must remember death, judgment, and the possibility of eternal punishment. The days of darkness signify both the time in the grave and, for the wicked, the eternal darkness of hell. This verse is a sobering corrective to the preceding celebration of life's sweetness.
Eccl	11	9	Laetare ergo iuvenis in adulescentia tua, et in bono sit cor tuum in diebus iuventutis tuae.	Rejoice, O young man, in your youth, and let your heart cheer you in the days of your youth; but know that for all these things God will bring you into judgment. Lapide explains this as holy irony: Salomon speaks as if permitting youthful pleasure, but immediately adds the sting of coming judgment. The verse is a powerful admonition that every act of youth will be examined at the divine tribunal. He applies it especially against youthful lust and intemperance, urging the young to direct their joy toward God.
Eccl	11	10	Aufer iram a corde tuo, et amove malitiam a carne tua, quoniam adulescentia et voluptas vana sunt.	Remove anger from your heart and put away evil from your flesh, for youth and the dawn of life are vanity. Lapide interprets ira broadly as all disordered passions of the irascible appetite, and malitia as concupiscence and bodily vice. He urges the young to mortify both interior and exterior vices, since youth itself is fleeting vanity that quickly passes into the miseries of old age.
Eccl	12	0	Synopsis Capitis	Lapide provides an elaborate allegorical description of old age and death through twenty-one symbolic defects or afflictions, depicted as enigmas. He explains that Solomon describes the decline of the body's faculties in poetic figures: the darkening of sun, moon, and stars represents failing eyesight and mental powers; the trembling guardians of the house are the weakening arms and legs; the grinding women represent the teeth; and so forth, culminating in death and the return of the spirit to God.
Eccl	12	1	Memento creatoris tui in diebus iuventutis tuae, antequam veniat tempus afflictionis.	Remember your Creator in the days of your youth, before the evil days come and the years draw near when you will say, I have no pleasure in them. Lapide devotes extensive commentary to this verse as the practical conclusion of the entire book: the young must turn to God before old age makes virtue difficult. He explains that creatoris (Creator) rather than merely Dei (God) is used to remind man of his total dependence on God. The evil days are the miseries of old age, described at length in the following verses. He cites numerous patristic authorities urging early conversion.
Eccl	12	2	Antequam tenebrescat sol, et lumen, et luna, et stellae, et revertantur nubes post pluviam.	Before the sun and the light and the moon and the stars are darkened, and the clouds return after the rain. Lapide interprets these celestial images as figures of old age: the sun is the rational mind or the face's brightness, the moon is the body, the stars are the senses and faculties, all of which grow dim in senescence. The clouds returning after rain signify afflictions piling upon afflictions without respite in old age. He provides both literal-physiological and mystical-tropological readings.
Eccl	12	3	Quando commovebuntur custodes domus, et nutabunt viri fortissimi, et otiosae erunt molentes in minuto numero, et tenebrescent videntes per foramina.	When the keepers of the house tremble, and the strong men are bent, and the grinders cease because they are few, and those who look through the windows are dimmed. Lapide identifies the keepers of the house as the arms, hands, and ribs that guard the body; the strong men as the legs, thighs, and knees that support it; the grinders as the teeth that diminish and fail in old age; and those looking through windows as the eyes that grow dim. He provides detailed anatomical explanations from Aristotle and Galen alongside the allegorical readings.
Eccl	12	4	Et claudent ostia in platea, in humilitate vocis molentis, et consurgent ad vocem volucris, et obsurdescent omnes filiae carminis.	They shut the doors in the street when the sound of the grinding is low; one rises at the voice of a bird, and all the daughters of song are brought low. Lapide provides eight interpretations of the closed doors: the lips that compress in old age, the nostrils clogged with phlegm, the vocal arteries weakened, the digestive tract that fails. The rising at a bird's voice signifies the light, restless sleep of the elderly who wake at the slightest sound. The daughters of song are the ears that grow deaf, or the vocal powers that fail, so that the old can neither sing nor enjoy music. He provides extensive tropological applications about spiritual deafness to God's call.
Eccl	12	5	Excelsa quoque timebunt et formidabunt in via; florebit amygdalus, impinguabitur locusta, et dissipabitur capparis.	They are afraid also of what is high, and terrors are in the way; the almond tree blossoms, the locust becomes a burden, and the caper berry fails. Lapide explains the fear of heights as the timidity and feebleness of old age that makes even walking on flat ground terrifying. The blossoming almond represents white hair (canities), since almond flowers are white and appear first among trees. The fattened locust represents the swollen, phlegmatic body of the aged. The failing caper berry represents the loss of appetite and desire, both for food and for all pleasures, since the caper was known to stimulate appetite. He provides seven interpretations of each image, citing medical and natural-historical authorities.
Eccl	12	5b	Quoniam ibit homo in domum aeternitatis suae, et circuibunt in platea plangentes.	For man goes to his eternal home, and the mourners go about the streets. Lapide explains the eternal home as both the grave (sepulchrum) and the eternal dwelling of the soul, whether heaven or hell, according to each person's merits. The mourners circling in the street represent funeral processions: relatives, professional mourners (praeficae), and musicians who accompanied the bier. He cites Roman and Hebrew funeral customs at length, including the triple circling of the pyre with arms and torches, drawn from Virgil, Statius, and other classical sources. Mystically, the mourners are the good and evil angels who contend for the dying person's soul.
Eccl	12	6	Antequam rumpatur funiculus argenteus, et recurrat vitta aurea, et conteratur hydria super fontem, et confringatur rota super cisternam.	Before the silver cord is snapped, the golden bowl is broken, the pitcher is shattered at the fountain, the wheel broken at the cistern. Lapide provides the most extensive commentary of the chapter on these four enigmas of death. The silver cord is the spinal medulla (medulla spinalis), white and precious like silver, which connects the brain to the body through the vertebrae. The golden bowl (vitta aurea) is the meninx or cerebral membrane, golden-hued and precious, which contains the brain. The pitcher at the fountain is the gallbladder at the liver, or the bladder receiving humors from the hepatic fountain. The wheel at the cistern is the head (round like a wheel) drawing vital spirits from the heart (the cistern). He provides six or seven interpretations of each image, citing medical authorities Galen, Hippocrates, and Vallesiuus, alongside patristic readings from SS. Jerome, Bonaventure, and others. He also applies all four images specifically to those who have ruined their bodies through youthful lust and excess.
Eccl	12	7	Et revertatur pulvis in terram suam unde erat, et spiritus redeat ad Deum, qui dedit illum.	And the dust returns to the earth as it was, and the spirit returns to God who gave it. Lapide treats this verse as the resolution of all the preceding enigmas: the body, formed from dust, returns to dust; the immortal soul returns to God its creator and judge. He firmly establishes the immortality of the soul against Pythagorean transmigration and materialist denials, citing SS. Jerome, Augustine, and Cassian. The verse proves that the soul is not propagated by parents but individually created by God for each person. He emphasizes that the spirit returns to God as judge, to render account of all actions.
Eccl	12	8	Vanitas vanitatum, dixit Ecclesiastes, et omnia vanitas.	Vanity of vanities, says the Preacher, all is vanity. Lapide explains this as the epilogue and recapitulation of the entire book: having shown that the body returns to dust and the soul to its Judge, Solomon repeats his opening thesis as now fully demonstrated. Since all human labor ends in death and judgment, all worldly pursuits are indeed vanity. This is the conclusio of the great inductio that has comprised the whole work.
Eccl	12	9-10	Cumque esset sapientissimus Ecclesiastes, docuit populum, et enarravit quae fecerat; et investigans composuit parabolas multas. Quaesivit verba utilia, et conscripsit sermones rectissimos ac veritate plenos.	Because the Preacher was wise, he still taught the people knowledge, weighing and studying and arranging many proverbs. He sought to find words of delight and uprightly wrote words of truth. Lapide explains that Solomon not only composed this book but taught the people extensively both by voice and in writing. He investigated, collected, corrected, and arranged the sayings of earlier sages as well as his own, producing parabolas (proverbs and wisdom sayings) that are both useful and truthful, conforming to divine will and right reason.
Eccl	12	11	Verba sapientium sicut stimuli, et quasi clavi in altum defixi, quae per magistrorum consilium data sunt a pastore uno.	The words of the wise are like goads, and like nails firmly fixed are the collected sayings given by one Shepherd. Lapide explains that wisdom's words are compared to goads because they prick the conscience of the lazy and sinful, spurring them to action, and to deeply driven nails because they fix themselves permanently in the mind. The one Shepherd is God, from whom all true wisdom ultimately derives, communicated through prophets, apostles, and the magisterium of the Church. He uses this verse to defend the authority of the Roman Pontiff as the vicar of the one divine Shepherd.
Eccl	12	12	His amplius fili mi ne requiras. Faciendi plures libros nullus est finis, frequensque meditatio carnis afflictio est.	Beyond these, my son, be warned: of making many books there is no end, and much study is a weariness of the flesh. Lapide interprets this as Solomon's counsel to be content with the wisdom already delivered by the one Shepherd through the tradition of teachers, rather than seeking endless novelty. He does not condemn writing per se but warns against the vanity of excessive literary production, especially when it departs from received truth. Frequent study without spiritual fruit is merely carnal affliction. He cites SS. Jerome and Augustine, classical authors, and anecdotes about reading discipline.
Eccl	12	13	Finem loquendi pariter omnes audiamus: Deum time, et mandata eius observa; hoc est enim omnis homo.	The end of the matter; all has been heard. Fear God and keep his commandments, for this is the whole duty of man. Lapide treats this as the supreme anacephalaeosis (summary recapitulation) of the entire book, condensing all of Solomon's teaching into a single maxim. He provides three main interpretations of hoc est omnis homo: (1) this is every man's duty and destiny; (2) this is what defines a true human being, since one who does not fear God lives as a beast; (3) this is the whole and perfect man, since all other goods without the fear of God are vanity and nothingness. He cites SS. Bernard, Jerome, Chrysostom, Augustine, Epictetus, Plato, and Seneca at great length.
Eccl	12	14	Et cuncta quae fiunt, adducet Deus in iudicium pro omni errato, sive bonum, sive malum illud sit.	For God will bring every deed into judgment, with every secret thing, whether good or evil. Lapide explains this final verse as the ultimate motivation for fearing God: the universal judgment in which all human actions, including the most secret thoughts and negligences (errata), will be examined before the tribunal of Christ. He emphasizes that God will judge not only overt sins but also hidden negligences, half-hearted good works, and errors of inattention. He recounts the story of the Parisian doctor whose secret sins were publicly revealed at his funeral, prompting St. Bruno to found the Carthusian Order. He concludes with a prayer that readers may pass from vanity to truth, from earth to heaven, from time to eternity.
